,Time,User,Tweet,RetweetCount,LikeCount,TweetID,Geo,q0_label,q1_label,q2_label,q4_label
670,Mon Nov 16 18:04:23 +0000 2020,APFactCheck,"President Trump's tweet Monday sought to perpetuate the mathematically impossible and thoroughly debunked myth that he pulled out a victory from the election that definitively chose Democrat Joe Biden as the next president. #APFactCheck 
 
 Read more: https://t.co/5x1pvHbEnf https://t.co/HcCU2kX3YW",710,2421,1.33E+18,,,,,
671,Sun Nov 15 21:13:05 +0000 2020,APFactCheck,"President Trump has wrongly claimed that Georgia elections officials can't verify signatures on absentee ballot envelopes because of a legal settlement. Georgia's secretary of state said matching signatures is not only possible, it's required. #APFactCheck https://t.co/bubXBC6kPv",2384,6309,1.33E+18,,,,,
672,Sat Nov 14 15:01:02 +0000 2020,APFactCheck,This week's #APFactCheck examines false and unsubstantiated claims President Trump has made about the election he lost to Joe Biden. Trump's comments about the coronavirus vaccine are also closely examined. https://t.co/wbINbM1FWb,176,537,1.33E+18,,,,,
673,Fri Nov 13 21:11:52 +0000 2020,APFactCheck,"More false claims about the election spread online this week, including a video said to show men finding trashed ballots in a church and a doctored photo of the president-elect's dog. Get the facts from @AP's Not Real News roundup. #APFactCheck
 https://t.co/N01JVu3Mqb",79,220,1.33E+18,,,,,
674,Thu Nov 12 23:39:40 +0000 2020,APFactCheck,President Donald Trump falsely claimed on Twitter that an election technology firm “deleted” large numbers of his votes or “switched” them to count for Joe Biden. @AP’s @AliSwenson and @AmandaSeitz have the facts. #APFactCheck https://t.co/c0DPMHBlwQ,215,508,1.33E+18,,,,,
675,Thu Nov 12 23:19:34 +0000 2020,APFactCheck,"Is it safe yet to fly during the pandemic? Health experts say staying home is best, but if you decide to fly, you should know what to expect. https://t.co/rpJu0o7xjI",45,0,1.33E+18,,,,,
676,Wed Nov 11 15:16:01 +0000 2020,APFactCheck,"An #APFactCheck finds that President Trump is repeating baseless claims of voter fraud. He is also wrongly asserting the Pfizer Inc. vaccine news was delayed until after Election Day to undermine him.
 
 Read more: https://t.co/70xncleiEB https://t.co/skKQVKAs36",517,1255,1.33E+18,,,,,
677,Wed Nov 11 13:42:56 +0000 2020,APFactCheck,"An #APFactCheck finds President Trump is spreading false claims about voter fraud and Pfizer's COVID-19 vaccine. 
 
 https://t.co/j0pDb8gQoH",140,348,1.33E+18,,,,,
678,Wed Nov 11 01:58:21 +0000 2020,APFactCheck,An #APFactCheck finds President Trump is spreading false claims about voter fraud and Pfizer's COVID-19 vaccine. https://t.co/MhocOHAq8P,1065,0,1.33E+18,,,,,
679,Wed Nov 11 00:17:54 +0000 2020,APFactCheck,Do masks with antiviral coating offer more protection? There haven’t been enough rigorous studies to establish whether they’re better. https://t.co/QzxH5RaXxK,48,0,1.33E+18,,,,,
680,Wed Nov 11 00:01:44 +0000 2020,APFactCheck,"There’s nothing new about claims that dead people voted — the allegation comes up around every presidential election. In 2020, there’s no evidence that it happened. @arijetalajka has the facts. https://t.co/SviYozydvF",299,873,1.33E+18,,,,,
681,Tue Nov 10 22:56:25 +0000 2020,APFactCheck,"There is no evidence of widespread fraud in the 2020 election. Yet falsehoods about dead people voting and ballots being thrown out by poll workers are still thriving on social media, report by @AmandaSeitz, @DavidKlepper and @BarbaraOrtutay. https://t.co/DXVSdgHdF9",516,1089,1.33E+18,,,,,
682,Tue Nov 10 22:04:53 +0000 2020,APFactCheck,"A wide range of false claims have circulated online about Dominion Voting Systems since a tabulation mistake was identified and corrected in Michigan — even though it was caused by human error, not a technology problem. @AP’s @AliSwenson has the facts. https://t.co/Bs1KmTadqK",446,895,1.33E+18,,,,,
683,Sat Nov 07 15:44:18 +0000 2020,APFactCheck,#APFactCheck looks at President Trump’s remarks about Pennsylvania Democrats allowing ballots sent by Election Day to be received and tallied up to three days later. The Supreme Court has ruled such ballots can be counted. https://t.co/cY3kqscnLP,78,230,1.33E+18,,,,,
684,Sat Nov 07 13:30:38 +0000 2020,APFactCheck,"This week's #APFactCheck focuses on President Trump's comments questioning election integrity. Trump produced no evidence of systematic problems in voting or counting. In fact, the ballot-counting process across the nation has been running smoothly. https://t.co/BibXh01RI1",2671,8348,1.33E+18,,,,,
685,Sat Nov 07 04:00:22 +0000 2020,APFactCheck,A video viewed millions of times on Twitter falsely claims to show an Atlanta poll worker crumpling up an absentee ballot. An election official says the worker did no such thing — and now is in hiding after the false accusation led to online harassment. https://t.co/xehy34Lfuy,1775,3963,1.32E+18,,,,,
686,Fri Nov 06 23:08:23 +0000 2020,APFactCheck,A wide variety of false and misleading claims about voting and ballot counting made the rounds online after Election Day. What should you believe? Get the facts from @AP’s Not Real News roundup. #APFactCheck https://t.co/cANOQVXQl8,372,789,1.32E+18,,,,,
687,Fri Nov 06 13:43:52 +0000 2020,APFactCheck,"An #APFactCheck reviews claims made by President Trump at the White House on Thursday about vote counting.
 
 READ MORE: https://t.co/ZRaV4zDCA6 https://t.co/j4rEaFnfP9",1446,3007,1.32E+18,,,,,
688,Fri Nov 06 04:06:47 +0000 2020,APFactCheck,"An #APFactCheck reviews claims made by President Trump at the White House on Thursday about vote counting.
 
 READ MORE: https://t.co/qAx5ETQBAM https://t.co/QyOstJD6Mx",3163,7137,1.32E+18,,,,,
689,Wed Nov 04 23:24:14 +0000 2020,APFactCheck,"The ink on the ballots had barely dried when the claims began to spread online: Supposedly, the Sharpie pens that some Arizona voters used to mark their votes were ruining ballots and rendering them “invalid.” But it didn’t happen, @Beatrice_Dupuy reports. https://t.co/7UMSCwn2zp",379,1353,1.32E+18,,,,,
690,Wed Nov 04 04:05:45 +0000 2020,APFactCheck,"Pennsylvania emerged as a hot spot for online misinformation on #ElectionDay, with misleading claims about voting in the key battleground state shared thousands of times on Facebook and Twitter. https://t.co/bSx6MsSNxL",176,0,1.32E+18,,,,,
691,Tue Nov 03 23:58:44 +0000 2020,APFactCheck,"A key concern about #ElectionDay is how misinformation could affect the way Americans vote. Here's a look at what's been seen so far from Karen Mahabir, @AP's fact check and misinformation editor. https://t.co/YvUfk3NsFi",30,97,1.32E+18,,,,,
692,Mon Nov 02 21:47:20 +0000 2020,APFactCheck,"There’s a reason Joe Biden was on a plane without a mask in a photo that’s circulating online: It was taken in 2019. Some social media users suggested the lack of a mask was hypocritical. But, as @AmandaSeitz reports, the photo predates the pandemic. https://t.co/m9dx8DLGQ4",416,1438,1.32E+18,,,,,
693,Mon Nov 02 13:36:43 +0000 2020,APFactCheck,"An #APFactCheck finds that the coronavirus and a manufactured crisis over voting fraud featured in President Donald Trump’s misstatements in the final week of #Election2020.
 
 And Joe Biden went astray on trade as he assailed Trump's record on China.
 
 More: https://t.co/iqmzwyt91K https://t.co/ZagsXjr9BU",18,45,1.32E+18,,,,,
694,Sun Nov 01 22:25:57 +0000 2020,APFactCheck,"“Hello, Minnesota!” That’s how Joe Biden greeted a crowd at a campaign stop. Which makes sense, because he was, in fact, in Minnesota — contrary to a widely shared video that was altered to suggest he greeted the wrong state. @AliSwenson has the facts. https://t.co/7435QkxtwJ",4308,9159,1.32E+18,,,,,
695,Sun Nov 01 14:38:08 +0000 2020,APFactCheck,"An #APFactCheck finds that the coronavirus and a manufactured crisis over voting fraud featured in President Donald Trump’s misstatements in the final week of #Election2020.
 
 And Joe Biden went astray on trade as he assailed Trump's record on China.
 
 More: https://t.co/OBjwzEIDD8 https://t.co/3LV1ID3NGG",56,160,1.32E+18,,,,,
696,Sat Oct 31 12:20:04 +0000 2020,APFactCheck,"An #APFactCheck finds that Trump has persistently warned about a catastrophe in mail-in voting that hasn’t materialized.
 
 It also finds that Biden got it wrong when he said the trade deficit with China is worse now than during the Obama administration. 
 
 https://t.co/ddrj2ZyAQo",9,25,1.32E+18,,,,,
697,Fri Oct 30 18:03:22 +0000 2020,APFactCheck,"In the final days before the U.S. election, social media users shared false claims about the candidates and about missing signatures on mail-in ballots. Get the facts from @AP’s Not Real News roundup. #APFactCheck https://t.co/UYu46CXs6y",63,93,1.32E+18,,,,,
698,Thu Oct 29 22:22:17 +0000 2020,APFactCheck,"New data shows that Democratic vice presidential nominee Kamala Harris is at the center of Twitter misinformation far more often than the white men who campaigned for the same job. 
 
 https://t.co/LSotAdILNg",115,250,1.32E+18,,,,,
699,Thu Oct 29 16:05:34 +0000 2020,APFactCheck,How does the coronavirus affect the heart? Doctors say the coronavirus can infect the heart muscle and cause other problems that can lead to heart damage. https://t.co/9kePf2bvA3,106,0,1.32E+18,,,,,
700,Wed Oct 28 14:53:57 +0000 2020,APFactCheck,"The ""Save the Children"" slogan was made popular online this year by a splinter group of conspiracy theorists promoting QAnon. The movement’s rise has complicated the efforts of groups that have long worked to fight human trafficking. https://t.co/ZF9VniNGBx",84,0,1.32E+18,,,,,
701,Tue Oct 27 19:48:33 +0000 2020,APFactCheck,"President Trump is falsely asserting that voting by mail is proving to be rife with problems across the country. For the most part, the surge in early votes has been managed smoothly. #APFactCheck
 
 Read more: https://t.co/fxzsSwtoR1 https://t.co/f3NhXVkdnU",162,400,1.32E+18,,,,,
702,Mon Oct 26 19:08:04 +0000 2020,APFactCheck,"Yes, Joe Biden did say “George” when talking about Donald Trump during an interview. Some say he mixed up Trump with former President George W. Bush. But he was also being interviewed by George Lopez. Here are the facts and the context around this video. https://t.co/OVhs4ijg9N",189,576,1.32E+18,,,,,
703,Mon Oct 26 15:42:06 +0000 2020,APFactCheck,"The #APFactCheck team reviews a week in the #Election2020 campaign, including President Trump on the coronavirus and Joe Biden on fracking. 
 
 Read more: https://t.co/VUA3AdJOAF https://t.co/CeU4JPfmSd",40,92,1.32E+18,,,,,
704,Mon Oct 26 13:42:44 +0000 2020,APFactCheck,"The #APFactCheck team reviews a week in the campaign, including a presidential debate that included a variety of falsehoods and flubs. #Election2020
 
 https://t.co/PEh4KpyYvv",6,11,1.32E+18,,,,,
705,Fri Oct 23 16:29:33 +0000 2020,APFactCheck,Misinformation on social media this week ranged from an edited Joe Biden quote about transgender children to an altered photo of Ice Cube and 50 Cent. Get the facts from @AP's Not Real News. #APFactCheck https://t.co/UhyN8ypyVX,58,108,1.32E+18,,,,,
706,Fri Oct 23 14:27:03 +0000 2020,APFactCheck,"An #APFactCheck reviews comments made by President Trump about how children separated from their parents at the U.S.-Mexico border are treated. #Debates2020 
 
 Read more: https://t.co/MjBg0jrJaR",10,12,1.32E+18,,,,,
707,Fri Oct 23 13:27:06 +0000 2020,APFactCheck,"The #APFactCheck team reviews Joe Biden's statement about health insurance. #Debates2020 
 
 Read more: https://t.co/SMqdKlXcjn https://t.co/eOfSMYawmI",9,15,1.32E+18,,,,,
708,Fri Oct 23 12:26:56 +0000 2020,APFactCheck,"The #APFactCheck team finds that President Trump's first line in the debate, on the coronavirus, was false. #Debates2020 
 
 Read more: https://t.co/QqihRumHiD https://t.co/kdBhF2dy6x",151,419,1.32E+18,,,,,
709,Fri Oct 23 04:07:18 +0000 2020,APFactCheck,"An #APFactCheck reviews comments made by President Trump about how children separated from their parents at the U.S.-Mexico border are treated. #Debates2020 
 
 Read more: https://t.co/LcSkdpTIEU https://t.co/JRlh2aLwSh",148,290,1.32E+18,,,,,
710,Fri Oct 23 02:43:05 +0000 2020,APFactCheck,"The #APFactCheck team reviews Joe Biden's statement about health insurance. #Debates2020 
 
 Read more: https://t.co/39LbddvuvU https://t.co/5WV31KiZAJ",532,1431,1.32E+18,,,,,
711,Fri Oct 23 02:06:17 +0000 2020,APFactCheck,"The #APFactCheck team finds that President Trump's first line in the debate, on the coronavirus, was false. 
 
 Read more: https://t.co/jSZEUa2boe https://t.co/7ysWzd4B88",204,481,1.32E+18,,,,,
712,Fri Oct 23 00:28:30 +0000 2020,APFactCheck,"The @AP is fact-checking tonight’s presidential debate. Check here over the coming hours as the #APFactCheck team examines the candidates' claims. #Debates2020
 
 https://t.co/dkoxqqMWS6",82,147,1.32E+18,,,,,
713,Thu Oct 22 15:16:22 +0000 2020,APFactCheck,Do I need to wear a mask if I’m 6 feet away from others? Health experts recommend wearing masks in public in addition to keeping your distance from others in most cases. https://t.co/l72to9OhmV,103,0,1.32E+18,,,,,
714,Wed Oct 21 18:48:28 +0000 2020,APFactCheck,"Americans may be divided over politics, but they agree on this: Misinformation about the presidential race and the candidates is a major problem. That’s according to a new survey by AP-NORC and USAFacts. https://t.co/2cQfFoF2LS",31,162,1.32E+18,,,,,
715,Tue Oct 20 19:39:23 +0000 2020,APFactCheck,"A photo that made the rounds on Twitter was altered to make it appear rappers Ice Cube and 50 Cent wore caps supporting President Donald Trump. In the original photo, the sayings on the hats were related to sports, not politics. Here are the facts. https://t.co/DfAHUkTkPc",136,246,1.32E+18,,,,,
716,Tue Oct 20 15:45:30 +0000 2020,APFactCheck,"What are the treatment options for COVID-19? There are several, and which one is best depends on how sick someone is. https://t.co/0awlUN4PvC",47,0,1.32E+18,,,,,
717,Mon Oct 19 12:23:51 +0000 2020,APFactCheck,"The #APFactCheck team looks back at a week of falsehoods on the campaign trail. 
 
 Read more: https://t.co/jfjj9untsX https://t.co/frltPEXIs8",303,522,1.32E+18,,,,,
718,Sun Oct 18 14:58:23 +0000 2020,APFactCheck,"Facebook insists that it has learned its lesson from the 2016 U.S. presidential election and is no longer a conduit for misinformation, voter suppression and election disruption. Experts and even some Facebook employees have their doubts. https://t.co/aYK1XPbNcS",272,0,1.32E+18,,,,,
719,Sat Oct 17 15:23:12 +0000 2020,APFactCheck,"They want your data, not your vote: Scammers are posing as pollsters and fundraisers, impersonating candidates and launching fake voter registration drives to exploit one of the most pivotal elections in years. https://t.co/7T7fkPA81Y",180,0,1.32E+18,,,,,
720,Sat Oct 17 14:15:03 +0000 2020,APFactCheck,"This week's #APFactCheck focuses on President Trump's comments about the coronavirus pandemic, lockdowns, the economy and more. Joe Biden's remarks about Supreme Court nominee Amy Coney Barrett and the 1994 crime bill are also closely examined. https://t.co/NaNy5NxueP",41,74,1.32E+18,,,,,
721,Fri Oct 16 20:39:15 +0000 2020,APFactCheck,"A fake Donald Trump quote, false claims on Joe Biden's tax plan and bogus election results showing Kanye West ahead of Trump and Biden in Kentucky were among the misinformation shared on social media this week. Read @AP's latest Not Real News. #APFactCheck https://t.co/zyzL0NWPIa",114,200,1.32E+18,,,,,
722,Fri Oct 16 14:12:27 +0000 2020,APFactCheck,"The #APFactCheck team looks at some of the rhetoric compared with the facts from President Trump and Joe Biden's dueling town halls. 
 
 Read more: https://t.co/2x3K7d008b https://t.co/I2MSUMYvkl",83,164,1.32E+18,,,,,
723,Fri Oct 16 12:22:10 +0000 2020,APFactCheck,"An #APFactCheck reviews comments made by President Trump about masks, including at his town hall in Miami. 
 
 Read more: https://t.co/NchxRCXFnD https://t.co/3Ml3Wk5YzB",19,33,1.32E+18,,,,,
724,Fri Oct 16 03:22:24 +0000 2020,APFactCheck,"@APFactCheck This post was re-sent to correct that the 1994 bill expanded the use of the federal death penalty, not that it authorized it.",2,3,1.32E+18,,,,,
725,Fri Oct 16 03:21:24 +0000 2020,APFactCheck,An #APFactCheck reviews Joe Biden's comments on the 1994 crime bill that he wrote and voted on. Read more: https://t.co/Y7IpYtEJDb https://t.co/20axQZcq5o,55,83,1.32E+18,,,,,
726,Fri Oct 16 01:18:54 +0000 2020,APFactCheck,"An #APFactCheck reviews comments made by President Trump about masks, including at his town hall in Miami. 
 
 Read more: https://t.co/K3mOmRl1tT https://t.co/WieTVxJ42q",651,1368,1.32E+18,,,,,
727,Thu Oct 15 23:58:22 +0000 2020,APFactCheck,An #APFactCheck finds that President Trump twice botched the findings of a federal study when he brushed off the importance of wearing a mask to prevent COVID-19. https://t.co/T9bOEg19bs,132,319,1.32E+18,,,,,
728,Thu Oct 15 19:13:14 +0000 2020,APFactCheck,"Does the flu vaccine affect my chances of getting COVID-19? The flu vaccine protects you from seasonal influenza, not the coronavirus. https://t.co/AEH7iCPEaR",74,0,1.32E+18,,,,,
729,Wed Oct 14 23:07:43 +0000 2020,APFactCheck,Rapper and independent presidential candidate Kanye West tweeted mock election data that he claimed showed he was ahead of Trump and Biden in the presidential race in Kentucky. https://t.co/L6CcAVel6e,20,30,1.32E+18,,,,,
730,Tue Oct 13 22:31:33 +0000 2020,APFactCheck,"A report from some of the world’s top misinformation researchers says social media influencers, partisan news outlets and even President Trump’s son are driving election-related falsehoods online. https://t.co/b4MnicyvXP",120,174,1.32E+18,,,,,
731,Tue Oct 13 20:24:37 +0000 2020,APFactCheck,"An #APFactCheck reviews President Trump's claim on the World Health Organization and lockdown measures to control COVID-19. 
 
 Read more: https://t.co/XiiWMiABgH https://t.co/vfrUt2UQ4o",115,212,1.32E+18,,,,,
732,Tue Oct 13 17:15:55 +0000 2020,APFactCheck,How long can I expect a COVID-19 illness to last? The World Health Organization says recovery typically takes 2 to 6 weeks. https://t.co/0d0LDbWvob,62,0,1.32E+18,,,,,
733,Sat Oct 10 14:10:22 +0000 2020,APFactCheck,"President Trump said ""we have a cure"" for the coronavirus, but we don't. Vice President Pence misstated some of Joe Biden's positions, and so did Sen. Kamala Harris. #APFactCheck looks at what the candidates got wrong this week. https://t.co/xks1i1vsTd",139,0,1.31E+18,,,,,
734,Fri Oct 09 20:14:55 +0000 2020,APFactCheck,False claims about a prayer vigil for President Trump and misleading posts about Joe Biden’s comments about essential workers are among the misinformation that’s been spreading online this week. Get the facts in @AP’s Not Real News roundup. #APFactCheck https://t.co/R4fDVrH4BJ,113,155,1.31E+18,,,,,
735,Fri Oct 09 20:00:37 +0000 2020,APFactCheck,#NOFUEREAL: esta semana se dijo incorrectamente que hubo sobrevuelos militares al anunciarse que Trump dio positivo a COVID-19 y que fotografías mostraban eventos masivos contra el presidente mexicano. Estas son las verificaciones hechas por @AP: https://t.co/Uv624cI06Z,21,0,1.31E+18,,,,,
736,Thu Oct 08 22:26:34 +0000 2020,APFactCheck,"Facebook has removed more than 275 accounts and banned a U.S. marketing company after an investigation revealed fake profiles supporting President Donald Trump and conservatives, @DavidKlepper reports. https://t.co/TcxFmkm31w",422,0,1.31E+18,,,,,
737,Thu Oct 08 18:14:34 +0000 2020,APFactCheck,"Am I immune to the coronavirus if I’ve already had it? You have some immunity, but how much and for how long are big unanswered questions. https://t.co/of8gEwMeIm",75,0,1.31E+18,,,,,
738,Thu Oct 08 17:19:59 +0000 2020,APFactCheck,"The #APFactCheck reviewed claims from the #VPDebate between Vice President Mike Pence and Sen. Kamala Harris. 
 
 Read more: https://t.co/TFRUzW1FDB https://t.co/ayeLshlHLh",30,60,1.31E+18,,,,,
739,Thu Oct 08 14:55:50 +0000 2020,APFactCheck,"The #APFactCheck reviewed claims from the #VPDebate between Vice President Mike Pence and Sen. Kamala Harris. 
 
 Read more: https://t.co/TZdo8o9sOk https://t.co/Xgxi6CNbgu",22,28,1.31E+18,,,,,
740,Thu Oct 08 03:26:03 +0000 2020,APFactCheck,An #APFactCheck reviews claims from the #VPDebate between Vice President Mike Pence and Sen. Kamala Harris. https://t.co/ZYKTbXcam8,39,56,1.31E+18,,,,,
741,Thu Oct 08 02:19:15 +0000 2020,APFactCheck,"Pence says Trump administration has “a plan to improve health care and to protect preexisting conditions.”
 
 An #APFactCheck finds no clear plan and that people are already protected by the Affordable Care Act. Trump wants the Supreme Court to overturn it.
 
 https://t.co/gxuZCdtM6U",993,1746,1.31E+18,,,,,
742,Thu Oct 08 01:55:56 +0000 2020,APFactCheck,An #APFactCheck reviews statements from the start of the #VPDebate on the Trump administration's response to the pandemic and on job losses in the U.S. https://t.co/mQgCyF6yOd,43,27,1.31E+18,,,,,
743,Thu Oct 08 00:18:21 +0000 2020,APFactCheck,The @AP is fact-checking the vice presidential debate. Check here over the coming hours as the #APFactCheck team examines the candidates' claims. #Debates2020 https://t.co/nWcCm0ihU4,74,104,1.31E+18,,,,,
744,Wed Oct 07 21:44:08 +0000 2020,APFactCheck,Did the Communist Party USA endorse the Democratic candidate in a U.S. Senate race in Georgia? That’s what his Republican rival claims in a campaign ad. An #APFactCheck by @AliSwenson brings you the facts. https://t.co/jBi9HC4SOA,35,60,1.31E+18,,,,,
745,Wed Oct 07 17:13:02 +0000 2020,APFactCheck,Researchers say superspreader events appear to be behind much of the spread of the coronavirus. What do we know about them? Find out more in @AP’s Viral Questions series. Email your questions to FactCheck@ap.org. https://t.co/wmqiM8ZRPN,63,0,1.31E+18,,,,,
746,Tue Oct 06 23:19:14 +0000 2020,APFactCheck,"Facebook says it will remove pages, groups and Instagram accounts for “representing QAnon.” The move comes after Facebook said it would stop promoting the baseless conspiracy theory group and its adherents — but faltered with spotty enforcement. https://t.co/upLr5q7gUS",144,0,1.31E+18,,,,,
747,Tue Oct 06 23:00:23 +0000 2020,APFactCheck,How do you politely ask someone to wear a mask? Experts say to make the request discreetly; shaming someone could put them on the defensive. https://t.co/vwUtgLM98U,106,0,1.31E+18,,,,,
748,Sat Oct 03 15:15:02 +0000 2020,APFactCheck,"This week’s #APFactCheck focuses on President Trump’s comments on health care, a coronavirus vaccine, the economy and more at the presidential debate. Joe Biden's remarks about the historical record on jobs and Trump's response to protests are examined. https://t.co/aLrYv0YgqN",34,87,1.31E+18,,,,,
749,Fri Oct 02 21:34:40 +0000 2020,APFactCheck,"It didn’t take long for misinformation about President Trump’s coronavirus diagnosis to flood the internet. Here’s a look at what sorts of falsehoods are making the rounds, and what to expect next. https://t.co/wh2v7vPcyJ",133,192,1.31E+18,,,,,
750,Fri Oct 02 19:57:19 +0000 2020,APFactCheck,Misinformation on social media this week included a fake fundraising email related to President Donald Trump's COVID-19 diagnosis and false claims about mail-in ballots. Get the facts from @AP's Not Real News roundup. #APFactCheck https://t.co/oBeSU9CoNv,83,128,1.31E+18,,,,,
751,Fri Oct 02 12:44:15 +0000 2020,APFactCheck,An @AP review finds Facebook and Twitter aren't enforcing even limited restrictions in place to stem the spread of the QAnon conspiracy theory. https://t.co/3xmvgOgcyt,27,33,1.31E+18,,,,,
752,Thu Oct 01 20:33:18 +0000 2020,APFactCheck,An @AP review finds Facebook and Twitter aren't enforcing even limited restrictions in place to stem the spread of the QAnon conspiracy theory. https://t.co/GBB7Y2xoNd,230,247,1.31E+18,,,,,
753,Thu Oct 01 19:03:41 +0000 2020,APFactCheck,"Can the coronavirus travel more than 6 feet in the air? Research indicates it can, but it’s not clear how much spread is caused by such cases. https://t.co/eKE5fgwobc",69,0,1.31E+18,,,,,
754,Wed Sep 30 22:00:29 +0000 2020,APFactCheck,"An #APFactCheck finds President Donald Trump falsely blamed the deaths of 308,000 veterans on the Obama administration’s health care policies. https://t.co/0F8pze8HYK",240,414,1.31E+18,,,,,
755,Wed Sep 30 12:12:03 +0000 2020,APFactCheck,"The #APFactCheck team looks at claims made in the first presidential debate, including on coronavirus deaths, Supreme Court nominee Amy Coney Barrett's stance on health care and drug prices. #Debates2020 https://t.co/WAyw4BHLT2",148,228,1.31E+18,,,,,
756,Wed Sep 30 03:59:50 +0000 2020,APFactCheck,"Among the #APFactChecks from the first presidential debate:
 
 • Trump's incorrect claims on the coronavirus
 
 • Biden's incorrect assertion on Supreme Court nominee Amy Coney Barrett
 
 • Both candidates off on violent crime rate
 
 #Debates2020
 
 https://t.co/mmcD939oGG",72,89,1.31E+18,,,,,
757,Wed Sep 30 02:19:11 +0000 2020,APFactCheck,"The AP Fact Check team looks at claims made in the first presidential debate, including on coronavirus deaths, Supreme Court nominee Amy Coney Barrett's stance on health care and drug prices. #Debates2020 https://t.co/SGTsiiQm5M",277,327,1.31E+18,,,,,
758,Tue Sep 29 22:02:06 +0000 2020,APFactCheck,The @AP is fact-checking the first presidential debate. Check here over the coming hours as the #APFactCheck team examines the candidates' claims. #Debates2020 https://t.co/6gQCauWUnw,165,216,1.31E+18,,,,,
759,Sat Sep 26 14:15:04 +0000 2020,APFactCheck,"This week's #APFactCheck focuses on President Trump's comments on the coronavirus, a vaccine, the Supreme Court, swine flu, health care and more. Joe Biden's remarks about Trump holding the Bible and the State of the Union address are also examined. https://t.co/hvoAyfUU4v",64,135,1.31E+18,,,,,
760,Fri Sep 25 18:38:46 +0000 2020,APFactCheck,"In this week's Not Real News: false claims about the late Supreme Court Justice Ruth Bader Ginsburg, a fake 2016 Trump tweet about filling a Supreme Court vacancy, and more. #APFactCheck https://t.co/8KgXC6MVVE",12,14,1.31E+18,,,,,
761,Wed Sep 23 23:35:36 +0000 2020,APFactCheck,An #APFactCheck reviews misstatements around the debate over replacing Justice Ruth Bader Ginsburg. https://t.co/BOE1hTi24U,13,20,1.31E+18,,,,,
762,Tue Sep 22 18:51:45 +0000 2020,APFactCheck,"Does the coronavirus spread easily among children? It appears the virus can spread among children and teens, but how easily may vary by age. https://t.co/9qIy6l0waP",37,0,1.31E+18,,,,,
763,Mon Sep 21 17:36:09 +0000 2020,APFactCheck,"#APFactCheck takes a look at a groundless accusation made against Sen. Susan Collins of Maine in a new TV campaign ad.
 https://t.co/FRsHyjvFYl",7,6,1.31E+18,,,,,
764,Mon Sep 21 11:39:56 +0000 2020,APFactCheck,An #APFactCheck reviews President Trump's incorrect claim on Supreme Court nominations in election years. President Obama’s 2016 pick to replace Justice Antonin Scalia languished for months because Republicans insisted it wait until after the election. https://t.co/ODLYZWYbU6,178,335,1.31E+18,,,,,
765,Sat Sep 19 15:15:08 +0000 2020,APFactCheck,"This week’s #APFactCheck focuses on President Trump’s claims that coronavirus deaths in the U.S. are running lower than projections. Trump’s remarks about vaccines, voting and more are also reviewed. Joe Biden's coronavirus ""hoax"" videos are also examined. https://t.co/J5Udmov4Yr",43,63,1.31E+18,,,,,
766,Fri Sep 18 19:44:54 +0000 2020,APFactCheck,"Misinformation on everything from the Pacific Northwest wildfires to the origin of the coronavirus spread online this week. Check out @AP's latest Not Real News roundup to get the facts. #APFactCheck
 
 https://t.co/NzLkbG6pyI",66,105,1.31E+18,,,,,
767,Fri Sep 18 14:27:04 +0000 2020,APFactCheck,An #APFactCheck looks at President Trump's distortions on mail-in voting. https://t.co/2sfguzySE3,41,58,1.31E+18,,,,,
768,Fri Sep 18 13:27:49 +0000 2020,APFactCheck,"An #APFactCheck reviews Joe Biden's distortion of President Trump's words on virus ""hoax."" 
 
 MORE on the coronavirus:https://t.co/isK0mCEUfO
 
 https://t.co/pmZZEAMTG5",1297,2334,1.31E+18,,,,,
769,Thu Sep 17 23:14:08 +0000 2020,APFactCheck,An #APFactCheck looks at President Trump's distortions on mail-in voting. https://t.co/enjnHzclRY,45,97,1.31E+18,,,,,
770,Thu Sep 17 16:13:57 +0000 2020,APFactCheck,What are the rules on masks in schools? Whether students have to wear masks -- and the trouble they could face if they don't -- depends on where they go to school. https://t.co/njGPGmLzof,21,0,1.31E+18,,,,,
771,Tue Sep 15 16:02:58 +0000 2020,APFactCheck,"Q: What are the different types of coronavirus tests? 
 A: There are three main kinds. Two diagnose whether you have an active infection. https://t.co/pOWgm16aHx
 
 Find out more in @AP's “Viral Questions” series: https://t.co/ZS1SHswomP
 Have a question? Email FactCheck@ap.org.",30,0,1.31E+18,,,,,
772,Sat Sep 12 13:31:08 +0000 2020,APFactCheck,This week’s #APFactCheck examines President Trump's and Joe Biden's rhetoric. Both exaggerated their influence on the auto industry. Historians take issue with how Trump compared himself to Churchill. Biden vastly overstated military virus deaths. https://t.co/Q31rI6kSFd,42,101,1.30E+18,,,,,
